Service,Region,Province,Source,Hospital,Type,Delivered,Postponed,Delivered in 2019,Rate change,Notes
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Bitonto,Total,1698,1033,:,-37.82497254,The figure includes 29 visits made and 23 postponed to the rehabilitation clinic of Via Gomes to Bitonto
Outpatient visits,Puglia,Bari,Asl Bari,Polambulatorio Ruvo Di Puglia,Total,842,273,:,-24.48430493,The figure includes 11 visits made and 5 postponed to the RuVo di Puglia rehabilitation clinic
Outpatient visits,Puglia,Bari,Asl Bari,"Ospedale ""Umberto I"" di Corato",Total,808,308,:,-27.59856631,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Corato,Total,1074,801,:,-42.72,
Outpatient visits,Puglia,Bari,Asl Bari,"Ospedale ""Sarcone"" di Terlizzi",Total,751,493,:,-39.63022508,The figure includes 328 visits performed and 230 postponed to the Terlizzi clinic
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Palo Del Colle,Total,387,321,:,-45.33898305,
Outpatient visits,Puglia,Bari,Asl Bari,Servizio Riabilitazione Ex Art 25 Terlizzi,Total,53,3,:,-5.357142857,
Outpatient visits,Puglia,Bari,Asl Bari,Servizio Riabilitazione Ex Art 25 Corato,Total,29,1,:,-3.333333333,
Outpatient visits,Puglia,Bari,Asl Bari,Ospedale Di Venere di Bari,Total,1228,1861,:,-60.24603432,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Bari Japigia,Total,1326,668,:,-33.5005015,
Outpatient visits,Puglia,Bari,Asl Bari,Ospedale San Paolo di Bari,Total,2258,1751,:,-43.67672736,
Outpatient visits,Puglia,Bari,Asl Bari,Ospedale Triggiano,Total,1258,548,:,-30.34330011,The figure includes 842 visits performed and 253 postponed to the Triggiano clinic
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Bari Cto,Total,111,73,:,-39.67391304,The figure includes 9 visits performed and 0 postponed by the prevention department
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Modugno,Total,1247,249,:,-16.64438503,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Rutigliano,Total,447,310,:,-40.95112285,"The data includes 22 visits performed and 17 postponed to the OSP. Rutigliano ""Monte dei P."""
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Mola Di Bari,Total,588,203,:,-25.66371681,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Adelfia,Total,859,412,:,-32.41542093,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Bari - Santo Spirito,Total,561,438,:,-43.84384384,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio San Paolo - Casa Salute di Bari,Total,747,171,:,-18.62745098,
Outpatient visits,Puglia,Bari,Asl Bari,Consultorio Bitritto,Total,11,0,:,0.0,
Outpatient visits,Puglia,Bari,Asl Bari,"Ospedale della Murgia ""Fabio Perinei""",Total,1105,871,:,-44.07894737,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Altamura,Total,488,474,:,-49.27234927,The data include 1 visit executed and 0 returned to the DCA eating disorders to Uosvd
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Toritto,Total,145,143,:,-49.65277778,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Gravina In Puglia,Total,503,431,:,-46.14561028,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Poggiorsini,Total,21,2,:,-8.695652174,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Cassano delle Murge,Total,178,302,:,-62.91666667,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Sannicandro,Total,169,81,:,-32.4,
Outpatient visits,Puglia,Bari,Asl Bari,Riabilitazione Gravina In Puglia,Total,46,11,:,-19.29824561,
Outpatient visits,Puglia,Bari,Asl Bari,Riabilitazione Santeramo,Total,24,7,:,-22.58064516,
Outpatient visits,Puglia,Bari,Asl Bari,Riabilitazione Altamura,Total,11,55,:,-83.33333333,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Santeramo,Total,871,672,:,-43.55152301,
Outpatient visits,Puglia,Bari,Asl Bari,Riabilitazione Acquaviva Delle Fonti,Total,10,5,:,-33.33333333,
Outpatient visits,Puglia,Bari,Asl Bari,Pta Grumo Appula,Total,792,296,:,-27.20588235,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Noicattaro,Total,84,72,:,-46.15384615,
Outpatient visits,Puglia,Bari,Asl Bari,Centri di salute mentale,Total,52,0,:,0.0,The figure refers to all mental health centers active in the territory of ASL
Outpatient visits,Puglia,Bari,Asl Bari,Neuropsichiatria infantile,Total,266,320,:,-54.60750853,The figure refers to all infant neuropsychiatries active in the territory of the ASL
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Noci,Total,518,271,:,-34.34727503,
Outpatient visits,Puglia,Bari,Asl Bari,Riabilitazione Bari Santo Spirito,Total,38,13,:,-25.49019608,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Bari Via Fani,Total,3272,1598,:,-32.81314168,
Outpatient visits,Emilia Romagna,Bologna,Istituto ortopedico Rizzoli,Istituto ortopedico Rizzoli,Total,4386,6448,:,-59.51633746,As of October 31st 5.666 viewed views were paid or reprogrammed
Outpatient visits,Lazio,Roma,Inmi Lazzaro Spallanzani,Inmi Lazzaro Spallanzani,Total,1393,1045,:,-42.86300246,
Outpatient visits,Piedmont,Verbania,Asl Vco,Asl Vco,Total,9480,16250,:,-63.1558492,
Outpatient visits,Sardinia,Cagliari,Arnas Brotzu,Ospedale oncologico Armando Businco,Total,4320,2270,:,-34.4461305,
Outpatient visits,Sardinia,Cagliari,Arnas Brotzu,Ospedale pediatrico Antonio Cao,Total,1467,1754,:,-54.45513816,
Outpatient visits,Sardinia,Cagliari,Arnas Brotzu,Ospedale San Michele,Total,3038,3262,:,-51.77777778,
Outpatient visits,Sardinia,Oristano,Assl Oristano,Ospedale Martino di Bosa,Total,463,567,:,-55.04854369,
Outpatient visits,Sardinia,Oristano,Assl Oristano,Ospedale Delogu di Ghilarza,Total,728,460,:,-38.72053872,
Outpatient visits,Sardinia,Oristano,Assl Oristano,Ospedal San Martino di Oristano,Total,6540,3899,:,-37.35032091,
Outpatient visits,Sardinia,Sassari,AOU Sassari,AOU Sassari,Total,26286,109,:,-0.4129569994,
Outpatient visits,Emilia Romagna,Parma,Ausl Parma,Ausl Parma,Total,10565,54312,:,-83.71533826,
Outpatient visits,Campania,Salerno,Asl Salerno,Psaut di Agropoli,Total,6,16,:,-72.72727273,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Andrea Tortora"" di Pagani",Total,948,543,:,-36.41851107,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Santa Maria della Speranza"" di Battipaglia",Total,3653,720,:,-16.46466956,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Dell'Immacolata"" di Sapri",Total,265,228,:,-46.2474645,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Luigi Curto"" di Polla",Total,1210,1005,:,-45.3724605,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Maria SS.Addolorata"" di Eboli",Total,1241,1057,:,-45.99651871,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Mauro Scarlato"" di Scafati",Total,820,1039,:,-55.89026358,
Outpatient visits,Campania,Salerno,Asl Salerno,Ospedale di Roccadaspide,Total,210,152,:,-41.98895028,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""San Francesco d'Assisi"" di Oliveto Citra",Total,435,386,:,-47.01583435,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""San Luca"" di Vallo della Lucania",Total,518,555,:,-51.72413793,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Martiri di Villa Malta"" di Sarno",Total,634,407,:,-39.09702209,
Outpatient visits,Campania,Salerno,Asl Salerno,"Ospedale ""Umberto I"" di Nocera Inferiore",Total,1560,702,:,-31.03448276,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 60,Total,1936,808,:,-29.44606414,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 61,Total,1919,1532,:,-44.39292959,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 62,Total,1006,605,:,-37.55431409,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 63,Total,2609,1713,:,-39.63442851,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 64,Total,1451,1300,:,-47.25554344,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 65,Total,1598,1136,:,-41.55084126,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 66,Total,4679,4410,:,-48.52018924,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 67,Total,2032,818,:,-28.70175439,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 68,Total,1414,1222,:,-46.35811836,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 69,Total,759,1039,:,-57.78642937,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 70,Total,1660,2939,:,-63.90519678,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 71,Total,633,645,:,-50.46948357,
Outpatient visits,Campania,Salerno,Asl Salerno,Poliambulatori DSB 72,Total,928,979,:,-51.33717881,
Outpatient visits,Campania,Salerno,Asl Salerno,Casa circondariale di Salerno,Total,24,40,:,-62.5,
Outpatient visits,Campania,Salerno,Aou San Giovanni di Dio Ruggi d'Aragona,Ospedale San Giovanni di Dio Ruggi d'Aragona,Total,17880,4235,:,-19.14989826,The health local district has not communicated data that would allow to distinguish between specialist visits and instrumental examinations. The data includes both cases
Outpatient visits,Tuscany,Siena,AOU Senese,AOU Senese,Total,11483,13304,:,-53.67329649,
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Polo sanitario di Castrolibero,Total,399,579,:,-59.20245399,
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Poliambulatorio di Montalto,Total,141,858,:,-85.88588589,
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Poliambulatorio di Bisignano,Total,184,116,:,-38.66666667,
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Poliambulatorio di Acri,Total,242,750,:,-75.60483871,
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Dipartimento salute mentale e dipendenze,Total,7571,770,:,-9.231507014,
Outpatient visits,Liguria,Genova,Ospedale pediatrico Gaslini,Ospedale pediatrico Gaslini,Total,4975,4417,:,-47.02938671,
Outpatient visits,Liguria,Genova,Ospedale Galliera,Ospedale Galliera,Total,4374,3946,:,-47.42788462,
Outpatient visits,Piedmont,Cuneo,Asl Cuneo 2,Asl Cuneo 2,Total,10224,8417,:,-45.15315702,
Outpatient visits,Sicily,Catania,Arnas Garibaldi,Arnas Garibaldi,Total,17869,4992,:,-21.83631512,
Outpatient visits,Emilia Romagna,Modena,Ausl Modena,Ospedale di Carpi,Total,3953,924,:,-18.94607341,
Outpatient visits,Emilia Romagna,Modena,Ausl Modena,Ospedale di Mirandola,Total,2947,1613,:,-35.37280702,
Outpatient visits,Emilia Romagna,Modena,Ausl Modena,Ospedale di Sassuolo,Total,3471,3531,:,-50.42844901,
Outpatient visits,Emilia Romagna,Modena,Ausl Modena,Ospedale di Pavullo,Total,863,1010,:,-53.9241858,
Outpatient visits,Emilia Romagna,Modena,Ausl Modena,Ospedale di Vignola,Total,4459,751,:,-14.41458733,
Outpatient visits,Emilia Romagna,Modena,Ausl Modena,Poliambulatori distrettuali e consultori,Total,12041,20280,:,-62.74558337,
Outpatient visits,Calabria,Catanzaro,Asp Catanzaro,Distretto di Catanzaro,Total,556,2032,:,-78.51622875,The health local district has worked at full capacity until March 10th. The data refer to the period between 11/04/20 and 04/30/20
Outpatient visits,Calabria,Catanzaro,Asp Catanzaro,Distretto Lametino,Total,137,1011,:,-88.06620209,The health local district has worked at full capacity until March 10th. The data refer to the period between 11/04/20 and 04/30/20
Outpatient visits,Calabria,Catanzaro,Asp Catanzaro,Distretto Soverato,Total,220,2091,:,-90.48031155,The health local district has worked at full capacity until March 10th. The data refer to the period between 11/04/20 and 04/30/20
Outpatient visits,Calabria,Catanzaro,Asp Catanzaro,Presidio ospedaliero Giovanni Paolo II di Lamezia Terme,Total,1055,1802,:,-63.07315366,The health local district has worked at full capacity until March 10th. The data refer to the period between 11/04/20 and 04/30/20
Outpatient visits,Calabria,Catanzaro,Asp Catanzaro,Ospedale civile di Soverato,Total,507,628,:,-55.33039648,The health local district has worked at full capacity until March 10th. The data refer to the period between 11/04/20 and 04/30/20
Outpatient visits,Calabria,Catanzaro,Asp Catanzaro,Presidio ospedaliero Soveria Mannelli,Total,131,135,:,-50.7518797,The health local district has worked at full capacity until March 10th. The data refer to the period between 11/04/20 and 04/30/20
Outpatient visits,Piedmont,Alessandria,Asl Alessandria,Ospedale Monsignor Giovanni Galliano di Acqui Terme,Total,1250,264,:,-17.43725231,
Outpatient visits,Piedmont,Alessandria,Asl Alessandria,Ospedale civile di Ovada,Total,432,59,:,-12.01629328,
Outpatient visits,Piedmont,Alessandria,Asl Alessandria,Ospedale Santo Spirito di Casale Monferrato,Total,3167,585,:,-15.59168443,
Outpatient visits,Piedmont,Alessandria,Asl Alessandria,Ospedale San Giacomo di Novi Ligure,Total,7085,520,:,-6.837606838,
Outpatient visits,Piedmont,Alessandria,Asl Alessandria,Ospedale civile Santi Antonio e Margherita di Tortona,Total,2398,227,:,-8.647619048,
Outpatient visits,Lombardy,Varese,Asst Sette Laghi,Asst Sette Laghi,Total,15019,10704,:,-41.61256463,
Outpatient visits,Lombardy,Mantova,Asst Mantova,Asst Mantova,Total,33221,3256,:,-8.926172657,
Outpatient visits,Campania,Napoli,AORN Santobono Pausilipon di Napoli,AORN Santobono Pausilipon di Napoli,Total,1616,5828,:,-78.29124127,
Outpatient visits,Campania,Napoli,AORN Ospedali dei Colli,AORN Ospedali dei Colli,Total,157,0,:,0.0,
Outpatient visits,Lombardy,Lecco,Asst Lecco,Asst Lecco,Total,21169,30541,:,-59.06207697,
Outpatient visits,Lombardy,Milano,Asst Gaetano Pini CTO,Asst Gaetano Pini CTO,Total,6336,6231,:,-49.5822392,
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale di Broni,Total,38,426,:,-91.81034483,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale Carlo Mira di Casorate Primo,Total,61,652,:,-91.44460028,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale di Mede,Total,25,361,:,-93.52331606,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale Asilo Vittoria di Mortara,Total,73,408,:,-84.82328482,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Poliambulatorio di Pavia,Total,416,1254,:,-75.08982036,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale unificato di Broni - Stradella,Total,132,496,:,-78.98089172,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale Ss. Annunziata di Varzi,Total,21,250,:,-92.25092251,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale civile di Vigevano,Total,609,2044,:,-77.04485488,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Lombardy,Pavia,Asst Pavia,Ospedale civile di Voghera,Total,444,1619,:,-78.47794474,The figure refers to the first few visits. The post-referring figure is estimated
Outpatient visits,Marche,Pesaro,Ao Ospedali riuniti Marche Nord,Ao Ospedali riuniti Marche Nord,Total,7543,5721,:,-43.13178528,
Outpatient visits,Veneto,Venezia,Azienda ULSS 4 Veneto Orientale,Azienda ULSS 4 Veneto Orientale,Total,1748,9898,:,-84.9905547,The figure refers to the period between March 15th and May 3rd
Outpatient visits,Liguria,Genova,Asl 4 Liguria,Ospedale di Chiavari,Total,1502,1305,:,-46.49091557,
Outpatient visits,Liguria,Genova,Asl 4 Liguria,Ospedale di Lavagna,Total,4625,1274,:,-21.59688083,
Outpatient visits,Liguria,Genova,Asl 4 Liguria,Ospedale Nostra Signora di Montallegro di Rapallo,Total,564,1894,:,-77.05451587,
Outpatient visits,Liguria,Genova,Asl 4 Liguria,Ospedale di Sestri Levante,Total,2802,3046,:,-52.08618331,
Outpatient visits,Campania,Napoli,Asl Napoli 3 Sud,Ospedale di Sorrento,Total,360,164,:,-31.29770992,The data also include those relating to the Hospital of Vico Equense
Outpatient visits,Campania,Napoli,Asl Napoli 3 Sud,Ospedale Santa Maria della Pietà di Nola,Total,3760,929,:,-19.81232672,
Outpatient visits,Campania,Napoli,Asl Napoli 3 Sud,Ospedale Cavalier Raffaele Apicenna di Pollena Trocchia,Total,631,2271,:,-78.25637491,
Outpatient visits,Lombardy,Sondrio,Asst Valtellina e Alto Lario,Asst Valtellina e Alto Lario,Total,5368,9562,:,-64.04554588,
Outpatient visits,Lombardy,Varese,Asst Valle Olona,Asst Valle Olona,Total,28599,7993,:,-21.84357237,
Outpatient visits,Campania,Napoli,AOU Federico II di Napoli,AOU Federico II di Napoli,Total,10635,20743,:,-66.10682644,
Outpatient visits,Umbria,Perugia,Azienda Usl Umbria 1,Azienda Usl Umbria 1,Total,29109,41853,:,-58.97945379,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale Santa Maria dei Laici di Amelia,Total,244,150,:,-38.07106599,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale di Cascia,Total,43,21,:,-32.8125,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale San Giovanni Battista di Foligno,Total,5637,1361,:,-19.44841383,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale di Narni,Total,785,274,:,-25.87346553,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale di Norcia,Total,109,50,:,-31.44654088,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale Santa Maria della Stella di Orvieto,Total,1891,757,:,-28.58761329,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale civile San Matteo degli Infermi di Spoleto,Total,1898,629,:,-24.89117531,
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Domus Gratiae di Terni,Total,326,432,:,-56.99208443,The data also includes 255 visits performed and 340 returned to the Narni office
Outpatient visits,Umbria,Terni,Azienda Usl Umbria 2,Ospedale di Trevi,Total,63,0,:,0.0,
Outpatient visits,Lombardy,Cremona,Asst Cremona,Asst Cremona,Total,11113,12182,:,-52.29448379,The data is our processing starting from the data provided
Outpatient visits,Liguria,Genova,Asl 3 Liguria,DSS 9. Medio Ponente,Total,3966,5015,:,-55.84010689,
Outpatient visits,Sardinia,Cagliari,AOU Ospedale civile di Cagliari,AOU Ospedale civile di Cagliari,Total,7053,4094,:,-36.72737059,
Outpatient visits,Emilia Romagna,Ravenna,Ausl Romagna,Ausl Romagna,Total,83868,62034,:,-42.51758029,
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale S. Marta e S. Venera di Acireale,Total,3139,12289,:,-79.65387607,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale Maria SS. Addolorata di Biancavilla,Total,3540,10889,:,-75.46607527,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale Castiglione Prestianni di Bronte,Total,2592,6586,:,-71.75855306,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale Gravina e S. Pietro di Caltagirone,Total,4955,19881,:,-80.04912224,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale Basso Ragusa Mario di Militello,Total,1373,2828,:,-67.3173054,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale SS. Salvatore di Paternò,Total,3753,9701,:,-72.1049502,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Catania,Asp Catania,Ospedale San Giovanni di Dio e Sant'Isidoro di Giarre,Total,309,2510,:,-89.03866619,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Campania,Caserta,AORN Caserta,AORN Caserta,Total,3439,4716,:,-57.82955242,
